year,idind,x,y
2016,20231,"8","3"
2016,2790,"10","3"
2016,20232,"8","3"
2016,25909,"7","3"
2016,2800,"11","2"
2016,2804,"8","2"
2016,2805,"8","1"
2016,24267,"8","1"
2016,25901,"8","2"
2016,29014,"8","2"
2016,2815,"8","2"
2016,2816,"8","2"
2016,11986,"8","2"
2016,14780,"8","2"
2016,25906,"12","3"
2016,25907,"8","3"
2016,25903,"12","3"
2016,11988,"8","2"
2016,11989,"8","2"
2016,45119,"3","3"
2016,18161,"8","3"
2016,34594,"12","3"
2016,2835,"6","3"
2016,11991,"24","3"
2016,25954,"8","4"
2016,29015,"8","3"
2016,29016,"6","3"
2016,2859,"10","3"
2016,24273,"8","2"
2016,2857,"8","2"
2016,2858,"12","3"
2016,20242,"8","3"
2016,25962,"24","3"
2016,25963,"24","3"
2016,2875,"8","3"
2016,20249,"8","3"
2016,2877,"12","2"
2016,2878,"8","2"
2016,16687,"8","3"
2016,14789,"12","3"
2016,18173,"9","3"
2016,34435,"24","3"
2016,41362,"7","1"
2016,41363,"10","3"
2016,41365,"10","2"
2016,45133,"8","2"
2016,45135,"8","3"
2016,45136,"12","3"
2016,45138,"24","2"
2016,45139,"8","2"
2016,45141,"11","2"
2016,48477,"11","3"
2016,48478,"10","4"
2016,53221,"10","3"
2016,34484,"8","2"
2016,34485,"10","2"
2016,45143,"10","3"
2016,48481,"8","3"
2016,48482,"8","3"
2016,34493,"7","2"
2016,34494,"7","3"
2016,34502,"11","3"
2016,34503,"6","2"
2016,34508,"8","2"
2016,34509,"8","2"
2016,34529,"7","2"
2016,34531,"10","3"
2016,34543,"10","3"
2016,34551,"12","3"
2016,34553,"8","3"
2016,34556,"10","3"
2016,34559,"10","2"
2016,34569,"4","3"
2016,34571,"8","3"
2016,34572,"8","2"
2016,34579,"10","4"
2016,34583,"24","3"
2016,34586,"12","1"
2016,31597,"11","3"
2016,11975,"8","4"
2016,2722,"7","2"
2016,34596,"9","2"
2016,45156,"9","3"
2016,45159,"8","3"
2016,44288,"24","3"
2016,2701,"8","3"
2016,34421,"8","3"
2016,2808,"10","2"
2016,41392,"9","2"
2016,2777,"10","2"
2016,41393,"8","2"
2016,20230,"8","3"
2016,18166,"2","2"
2016,34416,"8","3"
2016,34417,"8","3"
2016,30349,"10","3"
2016,48488,"12","3"
2016,34566,"24","2"
2016,41375,"8","2"
2016,34573,"12","2"
2016,34574,"12","2"
2016,24274,"8","3"
2016,23032,"24","2"
2016,53224,"24","3"
2016,11972,"24","2"
2016,11973,"8","2"
2016,11974,"8","2"
2016,41401,"8","3"
2016,50661,"12","3"
2016,41407,"10","4"
2016,41403,"12","5"
2016,45169,"8","3"
2016,53228,"8","3"
2016,31604,"8","3"
2016,53230,"10","1"
2016,12009,"9","2"
2016,16693,"9","3"
2016,29023,"6","3"
2016,31605,"24","3"
2016,12014,"8","3"
2016,31606,"8","3"
2016,26024,"7","2"
2016,26025,"9","1"
2016,26028,"12","2"
2016,26034,"6","3"
2016,26036,"8","2"
2016,2922,"6","2"
2016,50664,"8","3"
2016,51986,"8","2"
2016,14798,"10","3"
2016,14801,"11","2"
2016,18174,"13","2"
2016,18175,"12","2"
2016,18177,"8","1"
2016,25982,"9","3"
2016,48489,"9","3"
2016,45173,"12","2"
2016,51990,"8","3"
2016,20252,"7","2"
2016,20253,"7","2"
2016,20254,"9","2"
2016,21706,"8","2"
2016,25985,"10","4"
2016,30374,"12","3"
2016,26043,"12","2"
2016,51991,"10","2"
2016,2946,"4","3"
2016,2947,"8","3"
2016,2948,"8","4"
2016,2950,"6","3"
2016,41414,"12","1"
2016,2964,"8","4"
2016,29034,"8","3"
2016,26002,"8","2"
2016,26003,"10","2"
2016,26004,"10","2"
2016,31607,"12","2"
2016,51992,"12","3"
2016,51993,"10","2"
2016,26013,"14","3"
2016,26016,"24","4"
2016,53233,"8","3"
2016,34610,"8","2"
2016,34611,"8","2"
2016,2977,"8","4"
2016,2979,"9","3"
2016,2982,"6","2"
2016,12044,"8","2"
2016,20259,"8","3"
2016,2997,"24","3"
2016,14804,"4","3"
2016,53236,"12","3"
2016,26071,"24","3"
2016,53241,"9","3"
2016,12054,"13","3"
2016,20260,"24","3"
2016,20263,"8","2"
2016,3012,"12","3"
2016,50667,"12","3"
2016,50668,"8","2"
2016,45178,"12","3"
2016,26067,"12","3"
2016,26068,"4","3"
2016,26063,"12","2"
2016,45184,"8","2"
2016,51997,"8","2"
2016,41418,"8","2"
2016,41419,"8","2"
2016,41420,"4","3"
2016,51998,"8","2"
2016,51999,"8","2"
2016,50675,"10","3"
2016,52003,"10","2"
2016,45189,"12","2"
2016,45190,"4","2"
2016,45191,"12","3"
2016,53243,"4","2"
2016,45192,"8","2"
2016,45193,"8","2"
2016,16705,"8","3"
2016,26087,"24","2"
2016,26088,"10","2"
2016,53244,"6","2"
2016,26094,"24","2"
2016,26095,"8","2"
2016,26096,"24","2"
2016,29069,"10","2"
2016,30390,"8","2"
2016,30392,"10","3"
2016,30393,"10","2"
2016,3058,"8","2"
2016,3059,"12","2"
2016,3066,"6","4"
2016,3067,"7","3"
2016,3077,"8","3"
2016,3078,"7","3"
2016,3079,"8","3"
2016,3080,"8","3"
2016,12070,"8","2"
2016,30394,"24","2"
2016,53247,"8","1"
2016,3094,"8","3"
2016,3095,"10","2"
2016,3096,"10","2"
2016,34627,"9","2"
2016,3112,"8","2"
2016,23072,"8","2"
2016,50678,"8","1"
2016,50679,"8","1"
2016,26105,"8","3"
2016,26106,"10","1"
2016,3117,"6","3"
2016,12075,"12","2"
2016,3130,"9","3"
2016,3131,"8","2"
2016,12080,"8","2"
2016,16709,"12","2"
2016,26112,"7","1"
2016,41426,"10","1"
2016,48508,"9","3"
2016,48509,"24","3"
2016,3142,"5","4"
2016,26129,"12","3"
2016,3153,"10","4"
2016,3154,"12","4"
2016,3156,"8","3"
2016,45201,"24","2"
2016,26122,"7","3"
2016,52009,"10","1"
2016,26124,"7","3"
2016,26125,"6","4"
2016,26127,"8","2"
2016,31620,"8","2"
2016,31621,"10","3"
2016,31622,"8","2"
2016,34639,"8","3"
2016,34646,"8","3"
2016,50685,"8","3"
2016,50686,"8","3"
2016,52010,"10","2"
2016,52011,"24","3"
2016,52013,"12","3"
2016,52017,"5","2"
2016,52019,"8","3"
2016,52020,"8","3"
2016,52021,"8","2"
2016,52022,"8","3"
2016,52023,"8","3"
2016,12026,"8","2"
2016,12024,"10","2"
2016,12023,"8","3"
2016,53257,"15","2"
2016,48516,"12","3"
2016,48517,"13","3"
2016,34737,"10","2"
2016,34738,"24","2"
2016,34751,"8","2"
2016,34789,"7","3"
2016,34804,"8","4"
2016,50692,"8","2"
2016,50697,"8","2"
2016,50698,"10","3"
2016,45220,"10","2"
2016,45221,"8","1"
2016,45222,"8","3"
2016,45223,"12","3"
2016,45224,"8","1"
2016,3111,"8","2"
2016,34819,"12","2"
2016,12015,"8","3"
2016,34821,"9","2"
2016,2916,"8","3"
2016,3113,"8","2"
2016,41444,"8","2"
2016,2942,"8","2"
2016,41445,"8","2"
2016,26100,"24","2"
2016,31617,"8","3"
2016,34786,"8","2"
2016,45228,"6","2"
2016,48526,"8","1"
2016,48527,"10","2"
2016,26014,"8","2"
2016,50702,"8","2"
2016,26070,"10","3"
2016,31610,"8","3"
2016,20258,"8","2"
2016,2949,"12","2"
2016,2921,"10","3"
2016,52034,"12","3"
2016,30395,"8","3"
2016,34823,"10","3"
2016,45182,"4","3"
2016,45183,"12","3"
2016,53262,"9","3"
2016,53264,"8","3"
2016,3172,"1","4"
2016,16719,"8","1"
2016,3187,"8","2"
2016,3188,"8","2"
2016,3191,"7","3"
2016,3192,"3","3"
2016,3193,"6","3"
2016,3194,"8","3"
2016,3197,"24","3"
2016,3206,"9","1"
2016,31625,"24","4"
2016,20279,"4","3"
2016,24310,"8","1"
2016,24311,"7","1"
2016,20280,"8","3"
2016,3225,"7","3"
2016,3227,"8","3"
2016,3232,"8","2"
2016,3233,"8","2"
2016,3239,"10","2"
2016,3242,"10","3"
2016,41448,"7","3"
2016,12087,"7","3"
2016,14847,"7","3"
2016,16730,"7","3"
2016,16732,"8","3"
2016,24317,"6","3"
2016,24318,"10","3"
2016,14834,"10","3"
2016,18194,"10","2"
2016,24326,"4","2"
2016,3264,"8","2"
2016,20290,"8","2"
2016,3275,"2","3"
2016,3276,"9","3"
2016,20291,"6","4"
2016,24328,"8","3"
2016,12101,"2","2"
2016,34836,"2","2"
2016,29084,"1","2"
2016,26162,"12","2"
2016,26165,"8","2"
2016,26166,"12","2"
2016,16749,"8","3"
2016,26168,"8","3"
2016,26169,"4","3"
2016,50710,"12","4"
2016,3316,"24","3"
2016,26139,"12","3"
2016,52036,"12","2"
2016,14862,"7","3"
2016,3332,"10","3"
2016,3324,"8","4"
2016,3356,"6","3"
2016,14868,"6","4"
2016,14869,"12","3"
2016,3335,"8","2"
2016,3342,"8","2"
2016,3343,"7","3"
2016,21733,"12","3"
2016,3370,"8","3"
2016,16770,"12","3"
2016,16771,"8","3"
2016,26150,"6","4"
2016,26180,"8","3"
2016,24339,"7","1"
2016,41456,"12","3"
2016,14890,"12","2"
2016,14891,"7","4"
2016,14892,"8","2"
2016,26154,"12","2"
2016,45244,"8","2"
2016,45245,"8","2"
2016,34850,"9","3"
2016,52040,"12","2"
2016,34901,"24","2"
2016,34902,"8","3"
2016,34903,"24","2"
2016,34910,"9","3"
2016,34911,"12","3"
2016,34917,"8","3"
2016,34920,"7","2"
2016,20282,"15","3"
2016,24321,"8","3"
2016,34926,"12","3"
2016,34927,"9","3"
2016,34930,"8","2"
2016,34934,"8","2"
2016,34936,"7","3"
2016,34941,"24","1"
2016,34944,"8","2"
2016,34945,"10","2"
2016,34947,"24","2"
2016,34949,"24","2"
2016,53272,"10","3"
2016,34964,"8","4"
2016,34970,"7","3"
2016,34971,"12","2"
2016,34974,"12","4"
2016,34980,"7","4"
2016,34989,"8","3"
2016,35001,"8","3"
2016,35004,"8","2"
2016,45258,"8","3"
2016,45260,"8","3"
2016,45261,"8","3"
2016,53273,"6","3"
2016,45270,"7","3"
2016,45271,"24","3"
2016,45272,"7","3"
2016,45275,"12","3"
2016,45276,"8","3"
2016,48547,"12","2"
2016,20283,"7","3"
2016,31648,"24","3"
2016,20293,"7","3"
2016,31635,"8","2"
2016,3245,"8","2"
2016,41464,"8","2"
2016,3372,"10","2"
2016,31638,"8","2"
2016,3234,"15","2"
2016,16731,"8","3"
2016,48548,"4","4"
2016,3244,"12","2"
2016,16779,"10","2"
2016,3326,"4","4"
2016,24335,"3","3"
2016,31634,"12","2"
2016,3235,"8","2"
2016,41473,"8","2"
2016,41474,"12","2"
2016,41478,"8","3"
2016,48560,"9","1"
2016,48561,"12","2"
2016,48564,"12","2"
2016,48565,"12","2"
2016,53276,"12","3"
2016,18210,"12","2"
2016,18211,"8","2"
2016,18212,"8","3"
2016,29091,"16","3"
2016,18214,"8","3"
2016,18216,"8","2"
2016,21744,"7","3"
2016,53283,"10","1"
2016,18217,"6","2"
2016,50726,"8","2"
2016,30417,"8","3"
2016,30420,"8","2"
2016,30423,"24","4"
2016,3466,"10","2"
2016,24346,"8","2"
2016,3481,"8","3"
2016,35018,"8","2"
2016,35019,"8","2"
2016,14904,"8","3"
2016,14903,"8","3"
2016,14905,"8","3"
2016,21750,"6","3"
2016,3491,"6","2"
2016,26250,"8","2"
2016,26251,"8","3"
2016,26252,"12","3"
2016,3496,"8","4"
2016,35025,"8","3"
2016,45290,"24","3"
2016,3509,"24","2"
2016,20318,"8","3"
2016,23115,"12","2"
2016,24356,"8","3"
2016,24357,"12","2"
2016,35031,"8","3"
2016,53287,"10","3"
2016,45292,"8","3"
2016,30428,"9","4"
2016,30431,"8","1"
2016,3511,"8","1"
2016,20319,"8","1"
2016,26266,"7","3"
2016,41488,"4","3"
2016,3531,"10","4"
2016,3532,"24","3"
2016,18224,"8","4"
2016,18225,"10","3"
2016,18226,"12","3"
2016,3544,"8","2"
2016,3547,"6","2"
2016,12174,"9","3"
2016,48578,"11","2"
2016,24360,"12","3"
2016,16793,"8","4"
2016,16794,"8","2"
2016,45296,"8","2"
2016,21760,"10","2"
2016,3546,"8","2"
2016,20321,"24","3"
2016,16795,"8","2"
2016,16799,"12","1"
2016,14909,"12","2"
2016,3561,"6","3"
2016,20329,"24","3"
2016,21764,"4","2"
2016,3568,"11","1"
2016,41490,"24","4"
2016,24365,"10","3"
2016,29113,"8","3"
2016,29114,"8","3"
2016,29116,"10","3"
2016,31659,"4","1"
2016,31660,"12","1"
2016,31662,"8","3"
2016,31663,"12","2"
2016,30440,"8","3"
2016,30443,"7","3"
2016,30444,"24","4"
2016,30445,"24","3"
2016,30449,"8","3"
2016,30452,"24","1"
2016,30454,"24","4"
2016,3615,"8","3"
2016,21766,"8","3"
2016,21767,"12","3"
2016,21768,"8","5"
2016,21769,"7","2"
2016,12200,"8","4"
2016,45301,"8","2"
2016,24372,"8","2"
2016,24373,"10","1"
2016,41499,"10","2"
2016,41500,"10","2"
2016,53292,"12","1"
2016,3640,"12","1"
2016,3641,"8","2"
2016,30465,"8","2"
2016,45304,"8","4"
2016,29123,"8","1"
2016,16834,"8","2"
2016,16835,"7","3"
2016,16837,"9","1"
2016,50736,"12","1"
2016,16839,"12","4"
2016,3699,"24","3"
2016,3700,"8","2"
2016,52053,"12","1"
2016,52054,"8","1"
2016,50737,"8","2"
2016,3680,"8","2"
2016,23142,"15","5"
2016,23143,"12","3"
2016,31670,"8","3"
2016,16843,"14","2"
2016,29127,"8","3"
2016,35044,"12","1"
2016,3691,"8","4"
2016,20343,"6","2"
2016,41509,"6","2"
2016,31678,"8","2"
2016,31679,"8","3"
2016,26280,"12","3"
2016,35048,"12","1"
2016,29103,"8","1"
2016,35055,"8","3"
2016,53294,"24","2"
2016,35066,"24","4"
2016,35072,"8","1"
2016,52079,"10","2"
2016,45323,"6","2"
2016,14901,"6","2"
2016,45324,"12","2"
2016,45325,"12","1"
2016,52060,"3","3"
2016,52062,"9","2"
2016,41521,"8","3"
2016,45328,"12","2"
2016,52063,"8","2"
2016,52064,"12","3"
2016,52065,"24","3"
2016,45332,"8","2"
2016,35166,"8","3"
2016,35167,"12","3"
2016,48603,"12","1"
2016,48604,"8","1"
2016,48606,"12","1"
2016,50754,"12","3"
2016,45333,"8","3"
2016,35171,"8","2"
2016,35172,"14","2"
2016,35173,"8","1"
2016,35174,"8","1"
2016,35176,"24","2"
2016,35181,"10","4"
2016,35182,"8","2"
2016,48609,"12","3"
2016,52069,"10","1"
2016,41530,"12","3"
2016,50758,"8","4"
2016,50759,"9","3"
2016,52070,"10","2"
2016,45338,"16","2"
2016,48617,"8","3"
2016,48618,"8","3"
2016,48620,"4","1"
2016,52073,"12","2"
2016,41537,"8","3"
2016,41538,"12","3"
2016,41540,"8","2"
2016,41541,"7","3"
2016,41548,"8","4"
2016,48625,"8","2"
2016,48626,"10","3"
2016,53301,"8","3"
2016,52075,"24","3"
2016,53303,"8","2"
2016,48639,"8","3"
2016,50765,"10","2"
2016,48643,"10","1"
2016,48644,"12","1"
2016,48645,"8","4"
2016,48648,"20","1"
2016,48649,"12","3"
2016,48652,"6","2"
2016,53307,"10","4"
2016,48661,"4","2"
2016,48662,"8","2"
2016,26199,"8","3"
2016,41550,"12","3"
2016,35090,"8","1"
2016,45370,"5","1"
2016,30453,"8","3"
2016,41551,"8","3"
2016,21749,"8","2"
2016,21771,"7","3"
2016,26195,"8","4"
2016,26196,"10","4"
2016,52080,"8","3"
2016,16840,"12","3"
2016,16836,"8","2"
2016,50735,"8","2"
2016,45295,"12","3"
2016,30416,"12","4"
2016,31672,"8","1"
2016,29092,"12","2"
2016,45287,"8","3"
2016,45374,"8","1"
2016,52084,"8","1"
2016,53312,"10","3"
2016,48671,"12","3"
2016,48672,"12","4"
2016,50776,"8","2"
2016,50777,"6","2"
2016,50778,"10","3"
2016,50781,"8","4"
2016,50782,"10","2"
2016,52089,"12","3"
2016,50786,"8","3"
2016,50787,"8","1"
2016,52092,"8","3"
2016,53316,"6","2"
2016,3702,"8","4"
2016,12231,"8","1"
2016,14953,"14","2"
2016,14955,"12","2"
2016,23144,"12","2"
2016,23145,"12","2"
2016,30471,"8","3"
2016,20346,"8","2"
2016,20347,"12","2"
2016,23146,"8","2"
2016,41553,"8","2"
2016,3712,"7","2"
2016,26284,"8","2"
2016,24397,"12","2"
2016,3735,"24","3"
2016,3745,"12","3"
2016,3747,"8","3"
2016,20348,"8","2"
2016,20349,"8","2"
2016,24399,"8","3"
2016,26285,"8","1"
2016,26286,"8","1"
2016,12234,"8","4"
2016,16849,"8","4"
2016,26299,"8","3"
2016,21788,"8","4"
2016,3756,"8","2"
2016,3757,"8","3"
2016,3758,"8","2"
2016,16851,"8","3"
2016,14964,"8","3"
2016,26290,"8","3"
2016,20351,"8","3"
2016,3768,"12","4"
2016,16852,"8","3"
2016,14963,"8","2"
2016,14965,"8","2"
2016,26310,"8","2"
2016,26311,"8","2"
2016,26313,"5","3"
2016,31691,"10","3"
2016,24402,"8","3"
2016,3777,"8","3"
2016,3782,"8","3"
2016,3783,"8","3"
2016,3785,"8","2"
2016,53319,"8","2"
2016,21791,"8","3"
2016,21792,"8","2"
2016,21793,"8","2"
2016,21794,"8","3"
2016,26294,"8","2"
2016,53320,"8","2"
2016,12235,"5","4"
2016,12236,"24","4"
2016,50789,"8","3"
2016,23152,"8","2"
2016,52095,"8","2"
2016,26319,"8","2"
2016,26321,"12","2"
2016,26322,"8","2"
2016,26323,"8","2"
2016,3805,"8","3"
2016,3817,"6","3"
2016,16856,"8","2"
2016,3824,"4","2"
2016,45384,"10","2"
2016,45385,"7","3"
2016,23156,"13","4"
2016,3832,"8","3"
2016,14974,"8","2"
2016,14975,"4","2"
2016,26295,"8","3"
2016,23157,"8","2"
2016,23158,"12","1"
2016,23161,"8","2"
2016,14976,"12","3"
2016,14977,"24","3"
2016,20353,"8","3"
2016,20354,"11","3"
2016,24403,"8","4"
2016,20356,"8","2"
2016,14983,"7","2"
2016,14984,"7","2"
2016,45390,"8","1"
2016,3870,"12","2"
2016,41556,"8","2"
2016,23163,"8","2"
2016,23164,"8","2"
2016,23165,"8","2"
2016,3880,"10","3"
2016,3886,"7","2"
2016,16860,"8","2"
2016,3869,"8","3"
2016,35214,"8","2"
2016,20360,"8","4"
2016,30478,"24","3"
2016,14988,"12","2"
2016,26337,"8","2"
2016,26338,"8","1"
2016,26342,"8","3"
2016,26345,"12","2"
2016,26339,"10","3"
2016,29137,"11","1"
2016,12259,"8","4"
2016,21805,"8","3"
2016,3936,"24","2"
2016,3927,"12","4"
2016,26350,"12","3"
2016,35217,"12","3"
2016,35218,"12","2"
2016,41562,"9","3"
2016,35251,"10","2"
2016,35252,"12","2"
2016,35255,"9","2"
2016,35258,"6","2"
2016,35265,"8","3"
2016,41569,"8","3"
2016,41570,"8","2"
2016,45398,"8","2"
2016,41572,"8","2"
2016,41573,"8","2"
2016,45401,"8","3"
2016,35275,"8","2"
2016,50794,"10","3"
2016,35280,"8","4"
2016,35281,"8","3"
2016,35283,"9","2"
2016,35286,"9","2"
2016,35287,"24","3"
2016,45404,"8","3"
2016,35303,"12","1"
2016,35304,"8","1"
2016,35305,"8","2"
2016,35306,"8","2"
2016,41579,"8","4"
2016,41582,"8","2"
2016,41586,"24","2"
2016,41587,"8","2"
2016,35312,"12","2"
2016,35315,"10","3"
2016,35316,"12","3"
2016,35320,"8","3"
2016,35325,"8","3"
2016,35328,"8","3"
2016,35332,"8","1"
2016,35333,"12","2"
2016,35337,"8","2"
2016,35338,"12","2"
2016,35347,"8","3"
2016,41595,"8","3"
2016,35353,"4","2"
2016,35354,"9","3"
2016,26340,"12","3"
2016,29136,"12","2"
2016,3779,"8","1"
2016,35364,"8","2"
2016,3764,"8","2"
2016,16854,"8","2"
2016,3867,"8","3"
2016,35346,"8","2"
2016,20355,"8","3"
2016,41593,"8","2"
2016,12257,"8","3"
2016,50800,"8","3"
2016,3733,"3","2"
2016,14954,"8","3"
2016,53325,"8","3"
2016,20361,"8","3"
2016,20362,"8","2"
2016,23151,"8","2"
2016,52102,"12","3"
2016,53326,"9","3"
2016,53327,"11","3"
2016,29151,"10","2"
2016,29152,"8","2"
2016,48691,"13","2"
2016,4008,"9","3"
2016,4009,"12","3"
2016,4010,"8","3"
2016,12281,"24","3"
2016,26361,"10","3"
2016,4002,"8","3"
2016,16882,"8","3"
2016,4049,"8","2"
2016,4053,"8","3"
2016,4055,"8","3"
2016,4056,"8","3"
2016,4058,"6","4"
2016,48694,"11","3"
2016,48695,"8","3"
2016,35370,"8","3"
2016,4068,"8","4"
2016,4069,"15","1"
2016,4074,"4","5"
2016,4076,"1","3"
2016,12308,"12","4"
2016,15018,"12","3"
2016,16894,"8","3"
2016,16896,"8","2"
2016,23187,"12","3"
2016,12304,"9","2"
2016,12306,"12","3"
2016,35374,"10","2"
2016,12311,"8","2"
2016,15025,"10","3"
2016,16899,"6","2"
2016,16900,"12","4"
2016,4075,"16","2"
2016,12297,"9","4"
2016,50804,"9","3"
2016,20384,"6","3"
2016,20385,"12","3"
2016,29159,"7","2"
2016,29160,"10","3"
2016,26407,"8","1"
2016,26408,"12","1"
2016,4091,"8","2"
2016,20392,"11","2"
2016,20393,"10","3"
2016,4094,"8","3"
2016,4096,"8","3"
2016,4097,"8","3"
2016,12323,"8","3"
2016,4099,"12","3"
2016,24426,"16","3"
2016,4102,"12","3"
2016,29164,"10","3"
2016,4114,"24","3"
2016,4124,"8","3"
2016,31705,"8","2"
2016,35376,"12","3"
2016,35377,"8","3"
2016,4122,"12","4"
2016,4126,"24","4"
2016,4104,"8","2"
2016,4107,"8","3"
2016,35378,"10","3"
2016,4113,"8","2"
2016,4098,"7","3"
2016,16903,"15","2"
2016,15028,"10","4"
2016,23191,"8","3"
2016,29168,"8","3"
2016,29169,"9","3"
2016,26416,"8","3"
2016,26417,"12","2"
2016,26418,"8","3"
2016,41605,"2","3"
2016,45415,"12","3"
2016,35380,"8","3"
2016,35381,"8","2"
2016,35382,"6","4"
2016,4127,"24","4"
2016,12328,"8","2"
2016,15051,"13","3"
2016,15053,"24","3"
2016,21829,"10","2"
2016,45421,"12","2"
2016,45422,"8","1"
2016,52106,"8","3"
2016,31717,"8","4"
2016,41614,"14","3"
2016,35423,"8","2"
2016,35425,"8","3"
2016,52107,"8","2"
2016,35429,"24","4"
2016,35430,"10","4"
2016,45427,"8","2"
2016,45428,"8","2"
2016,52108,"8","3"
2016,52109,"8","1"
2016,35432,"24","3"
2016,35433,"8","3"
2016,53335,"5","1"
2016,53337,"8","3"
2016,53338,"8","3"
2016,53339,"8","3"
2016,53341,"8","3"
2016,53342,"8","3"
2016,35447,"10","4"
2016,53343,"10","3"
2016,53344,"3","3"
2016,50810,"8","2"
2016,50811,"5","1"
2016,35462,"8","2"
2016,35463,"8","2"
2016,35468,"8","3"
2016,35470,"10","2"
2016,52113,"10","3"
2016,35471,"8","2"
2016,41628,"12","2"
2016,35476,"8","2"
2016,35477,"8","4"
2016,35478,"12","2"
2016,50812,"6","3"
2016,35487,"10","3"
2016,35488,"8","2"
2016,50813,"8","3"
2016,53346,"8","3"
2016,35504,"7","2"
2016,35505,"8","3"
2016,35506,"8","2"
2016,41631,"8","2"
2016,35509,"11","3"
2016,41636,"10","2"
2016,35511,"24","3"
2016,35512,"8","3"
2016,35521,"8","2"
2016,35522,"11","2"
2016,35525,"8","2"
2016,35526,"8","2"
2016,50815,"10","3"
2016,35538,"8","1"
2016,35539,"8","2"
2016,23190,"10","2"
2016,45460,"10","2"
2016,48717,"8","3"
2016,48720,"8","3"
2016,52116,"10","2"
2016,41648,"10","1"
2016,44301,"9","2"
2016,52117,"7","2"
2016,52118,"8","2"
2016,52120,"8","3"
2016,45479,"12","4"
2016,45480,"15","3"
2016,41658,"12","2"
2016,52131,"8","2"
2016,41660,"3","4"
2016,41661,"8","4"
2016,53356,"8","2"
2016,53358,"6","4"
2016,53359,"6","2"
2016,53362,"4","3"
2016,53365,"8","3"
2016,53366,"8","3"
2016,52136,"8","3"
2016,53371,"8","3"
2016,52137,"8","3"
2016,52138,"24","3"
2016,35426,"8","3"
2016,35428,"10","2"
2016,52140,"10","2"
2016,16895,"8","2"
2016,35371,"8","2"
2016,23184,"8","4"
2016,23185,"10","2"
2016,12327,"8","2"
2016,53372,"8","2"
2016,4130,"7","1"
2016,53374,"7","2"
2016,35449,"10","4"
2016,45499,"12","2"
2016,48738,"8","3"
2016,35493,"12","2"
2016,35494,"8","3"
2016,48741,"10","1"
2016,48742,"8","1"
2016,50830,"12","4"
2016,4195,"9","3"
2016,18291,"12","2"
2016,4202,"10","3"
2016,4210,"13","4"
2016,24431,"8","4"
2016,45508,"13","1"
2016,4213,"8","3"
2016,41678,"9","3"
2016,41679,"8","1"
2016,4229,"8","3"
2016,45512,"8","3"
2016,24437,"8","3"
2016,24438,"12","2"
2016,30528,"7","2"
2016,35541,"8","3"
2016,4224,"4","3"
2016,29188,"7","4"
2016,26476,"5","3"
2016,26478,"8","4"
2016,4251,"6","2"
2016,35543,"14","3"
2016,4261,"8","3"
2016,4262,"4","3"
2016,12358,"8","3"
2016,4246,"8","3"
2016,29189,"6","3"
2016,4252,"10","3"
2016,26434,"7","5"
2016,30535,"12","4"
2016,48751,"8","3"
2016,48752,"8","2"
2016,12365,"8","3"
2016,26504,"24","3"
2016,26506,"8","2"
2016,35698,"8","3"
2016,15081,"8","3"
2016,26484,"8","3"
2016,26485,"2","4"
2016,26487,"8","2"
2016,26489,"5","2"
2016,30545,"9","3"
2016,4319,"12","1"
2016,4324,"8","1"
2016,4325,"8","2"
2016,12400,"7","1"
2016,12381,"9","2"
2016,12382,"6","3"
2016,26471,"5","4"
2016,45518,"8","3"
2016,45519,"8","2"
2016,26473,"6","4"
2016,29206,"8","2"
2016,29207,"8","2"
2016,45521,"12","3"
2016,30555,"11","3"
2016,29208,"2","2"
2016,29209,"8","2"
2016,15092,"7","3"
2016,16963,"10","3"
2016,4351,"10","3"
2016,4353,"24","4"
2016,4355,"24","3"
2016,4356,"8","3"
2016,4357,"8","3"
2016,50839,"12","2"
2016,16967,"12","3"
2016,30558,"8","4"
2016,30559,"12","3"
2016,26507,"7","3"
2016,4361,"8","2"
2016,16975,"8","2"
2016,23222,"8","3"
2016,4369,"3","3"
2016,4370,"8","1"
2016,53382,"8","1"
2016,4372,"1","5"
2016,4377,"8","2"
2016,15095,"15","2"
2016,12414,"3","4"
2016,30563,"12","4"
2016,4375,"8","3"
2016,12415,"8","2"
2016,30577,"11","4"
2016,41688,"4","2"
2016,15100,"8","3"
2016,15101,"9","3"
2016,52145,"8","1"
2016,31744,"10","1"
2016,4412,"8","1"
2016,4413,"8","3"
2016,4415,"11","4"
2016,4418,"9","3"
2016,4414,"10","2"
2016,35562,"12","2"
2016,20425,"8","3"
2016,29232,"14","3"
2016,29233,"14","1"
2016,35564,"8","1"
2016,52146,"8","2"
2016,26494,"8","1"
2016,52147,"9","1"
2016,26497,"8","2"
2016,52149,"8","1"
2016,26493,"9","3"
2016,35572,"8","2"
2016,52151,"8","3"
2016,41697,"8","4"
2016,41698,"3","4"
2016,41699,"9","3"
2016,31760,"13","4"
2016,31763,"8","3"
2016,35692,"10","3"
2016,35583,"8","1"
2016,41703,"12","3"
2016,41707,"12","3"
2016,35593,"8","3"
2016,35594,"8","2"
2016,41719,"8","2"
2016,35609,"7","1"
2016,35615,"12","2"
2016,45543,"8","3"
2016,35626,"8","3"
2016,35628,"8","3"
2016,45544,"8","2"
2016,41722,"9","1"
2016,41725,"8","1"
2016,41730,"5","2"
2016,35641,"24","3"
2016,35642,"8","2"
2016,35649,"8","1"
