year,idind,x,y
2012,15884,"8","4"
2012,15885,"7","3"
2012,15886,"8","3"
2012,8565,"8","3"
2012,8566,"8","2"
2012,13533,"6","3"
2012,17634,"8","2"
2012,18697,"8","3"
2012,22174,"8","3"
2012,8534,"7","3"
2012,17636,"8","3"
2012,8460,"12","3"
2012,17640,"7","2"
2012,8541,"8","2"
2012,8543,"8","2"
2012,46377,"6","2"
2012,8537,"8","2"
2012,17644,"8","4"
2012,22176,"7","5"
2012,22177,"10","2"
2012,17645,"24","2"
2012,13510,"8","3"
2012,17608,"8","3"
2012,20779,"7","4"
2012,23533,"8","3"
2012,8554,"12","4"
2012,23535,"8","4"
2012,23536,"8","3"
2012,29654,"8","4"
2012,8468,"8","2"
2012,22198,"8","1"
2012,22201,"24","3"
2012,23540,"7","4"
2012,30912,"12","1"
2012,46379,"8","1"
2012,23542,"8","3"
2012,38338,"8","1"
2012,22172,"8","2"
2012,22173,"12","2"
2012,8544,"8","3"
2012,8465,"8","2"
2012,46380,"8","3"
2012,27567,"8","2"
2012,27569,"8","2"
2012,27570,"8","4"
2012,27571,"7","1"
2012,27575,"6","3"
2012,27576,"7","3"
2012,27577,"10","3"
2012,27578,"10","3"
2012,27581,"8","4"
2012,27583,"8","2"
2012,27584,"7","2"
2012,27585,"8","3"
2012,27586,"8","2"
2012,27587,"8","2"
2012,27588,"7","2"
2012,27589,"9","2"
2012,27590,"9","1"
2012,27592,"12","2"
2012,27595,"8","2"
2012,27603,"8","4"
2012,27604,"8","3"
2012,27605,"8","3"
2012,27610,"8","3"
2012,27611,"12","3"
2012,27612,"7","3"
2012,38341,"8","3"
2012,18706,"8","1"
2012,8575,"8","4"
2012,8585,"12","3"
2012,8589,"8","3"
2012,27614,"7","1"
2012,27615,"9","2"
2012,8597,"8","3"
2012,8598,"7","3"
2012,8605,"9","2"
2012,8606,"9","3"
2012,24667,"9","2"
2012,8609,"9","3"
2012,18707,"9","2"
2012,17648,"8","2"
2012,8614,"8","5"
2012,8615,"8","4"
2012,8617,"8","2"
2012,27619,"8","4"
2012,32062,"10","2"
2012,13542,"12","3"
2012,29657,"8","3"
2012,8632,"8","3"
2012,18715,"8","3"
2012,17654,"10","4"
2012,20790,"8","3"
2012,20792,"8","2"
2012,8640,"8","2"
2012,8642,"9","3"
2012,8625,"7","2"
2012,17659,"10","2"
2012,17661,"8","4"
2012,17657,"8","2"
2012,18718,"8","2"
2012,27630,"10","2"
2012,27631,"10","2"
2012,27633,"8","3"
2012,8650,"7","4"
2012,8657,"7","2"
2012,8658,"8","2"
2012,22209,"8","3"
2012,8665,"8","3"
2012,8666,"24","2"
2012,8670,"8","3"
2012,27642,"7","4"
2012,27643,"8","4"
2012,8676,"8","2"
2012,13552,"8","3"
2012,8677,"10","2"
2012,8689,"8","3"
2012,8695,"8","3"
2012,15907,"8","3"
2012,8702,"8","4"
2012,38351,"8","4"
2012,15910,"7","4"
2012,8710,"8","3"
2012,8711,"8","3"
2012,38354,"8","3"
2012,29660,"8","2"
2012,8687,"8","2"
2012,8716,"8","5"
2012,8718,"8","3"
2012,17676,"8","4"
2012,8740,"9","2"
2012,8741,"8","2"
2012,13557,"8","4"
2012,13559,"8","1"
2012,13560,"8","3"
2012,46384,"8","2"
2012,13561,"8","1"
2012,17674,"7","3"
2012,27651,"8","3"
2012,27652,"7","1"
2012,46385,"8","2"
2012,38357,"7","3"
2012,38358,"8","3"
2012,38362,"8","2"
2012,38363,"8","2"
2012,38366,"8","1"
2012,38367,"8","2"
2012,38371,"7","2"
2012,38372,"8","3"
2012,38375,"8","2"
2012,38376,"8","4"
2012,38379,"7","2"
2012,38380,"8","3"
2012,38384,"8","4"
2012,38387,"8","4"
2012,38388,"10","4"
2012,38389,"15","3"
2012,38390,"7","3"
2012,38391,"7","3"
2012,38393,"5","3"
2012,38394,"8","3"
2012,38399,"8","5"
2012,38401,"8","1"
2012,38404,"9","3"
2012,38407,"7","3"
2012,38411,"7","2"
2012,38412,"8","2"
2012,38415,"7","2"
2012,46386,"8","1"
2012,38417,"7","2"
2012,38420,"9","2"
2012,38422,"8","3"
2012,38423,"8","2"
2012,38425,"8","3"
2012,38429,"8","2"
2012,38434,"8","3"
2012,38438,"8","2"
2012,38439,"8","2"
2012,38440,"8","1"
2012,38443,"8","2"
2012,38445,"6","3"
2012,38452,"7","2"
2012,38453,"7","3"
2012,38454,"8","2"
2012,38455,"8","2"
2012,38456,"6","3"
2012,38457,"8","3"
2012,38458,"8","2"
2012,38460,"8","4"
2012,38461,"8","2"
2012,38463,"8","3"
2012,38469,"8","4"
2012,38471,"7","1"
2012,38472,"8","1"
2012,38473,"6","2"
2012,38474,"8","2"
2012,38476,"8","1"
2012,38477,"8","1"
2012,38478,"8","3"
2012,38479,"8","1"
2012,38480,"8","1"
2012,38482,"8","1"
2012,38483,"8","1"
2012,38484,"8","2"
2012,38485,"8","1"
2012,38486,"8","2"
2012,38488,"10","2"
2012,38494,"10","1"
2012,38495,"8","2"
2012,38498,"11","1"
2012,38499,"7","1"
2012,38503,"9","3"
2012,38507,"24","2"
2012,38508,"11","2"
2012,38509,"12","3"
2012,38511,"8","1"
2012,38512,"8","1"
2012,38516,"24","1"
2012,38517,"8","1"
2012,38518,"8","2"
2012,38520,"24","2"
2012,38523,"11","2"
2012,38524,"6","1"
2012,38525,"8","1"
2012,38526,"6","2"
2012,38527,"8","2"
2012,38529,"8","3"
2012,38531,"8","3"
2012,38537,"9","1"
2012,38538,"8","1"
2012,38539,"9","1"
2012,38541,"8","1"
2012,38543,"8","1"
2012,38544,"9","2"
2012,38547,"6","4"
2012,38549,"8","2"
2012,38550,"7","3"
2012,38551,"8","2"
2012,46390,"8","3"
2012,38559,"8","3"
2012,38563,"8","3"
2012,38566,"7","4"
2012,38569,"8","4"
2012,38570,"8","1"
2012,38572,"8","2"
2012,42791,"8","2"
2012,38575,"12","2"
2012,38577,"8","2"
2012,38581,"12","3"
2012,42792,"8","3"
2012,42793,"7","3"
2012,42796,"8","3"
2012,42797,"7","3"
2012,42800,"12","2"
2012,42802,"8","2"
2012,42806,"8","3"
2012,8672,"8","3"
2012,22210,"4","2"
2012,42809,"8","2"
2012,42811,"6","2"
2012,8464,"8","4"
2012,27636,"7","1"
2012,38346,"8","1"
2012,15920,"12","3"
2012,8744,"12","3"
2012,42814,"8","3"
2012,15923,"10","4"
2012,29663,"7","3"
2012,29664,"12","3"
2012,27705,"24","3"
2012,29665,"8","3"
2012,8769,"8","2"
2012,8773,"8","2"
2012,8774,"8","2"
2012,8775,"8","2"
2012,30929,"8","2"
2012,8805,"8","3"
2012,8810,"24","3"
2012,8814,"8","3"
2012,8815,"10","2"
2012,8804,"12","2"
2012,8816,"8","1"
2012,27663,"24","2"
2012,27680,"8","2"
2012,27681,"12","2"
2012,17694,"8","2"
2012,8834,"12","4"
2012,8836,"12","2"
2012,8837,"8","2"
2012,13586,"12","4"
2012,8841,"8","2"
2012,30935,"24","5"
2012,17696,"12","2"
2012,22227,"13","3"
2012,8860,"8","2"
2012,27729,"8","2"
2012,27730,"5","2"
2012,8870,"8","4"
2012,8871,"10","3"
2012,8890,"6","3"
2012,29688,"8","5"
2012,15949,"7","2"
2012,15952,"7","3"
2012,29696,"12","4"
2012,27737,"8","2"
2012,29701,"10","3"
2012,29702,"8","2"
2012,8932,"12","1"
2012,8949,"8","2"
2012,8950,"8","1"
2012,8952,"12","2"
2012,13600,"8","3"
2012,8956,"10","4"
2012,8943,"8","4"
2012,8945,"12","1"
2012,27692,"12","3"
2012,27693,"8","3"
2012,27698,"24","3"
2012,46395,"8","1"
2012,8968,"5","5"
2012,13605,"8","2"
2012,8976,"8","3"
2012,38585,"12","2"
2012,8960,"8","2"
2012,8961,"9","1"
2012,27722,"11","1"
2012,27725,"8","3"
2012,27726,"8","1"
2012,8985,"12","2"
2012,8986,"9","3"
2012,42960,"12","1"
2012,9005,"6","4"
2012,8987,"8","2"
2012,46398,"8","2"
2012,30946,"24","2"
2012,46399,"12","3"
2012,46400,"10","1"
2012,29695,"8","4"
2012,46402,"8","2"
2012,46403,"8","2"
2012,46404,"10","2"
2012,44410,"8","2"
2012,42829,"8","1"
2012,46405,"8","2"
2012,46406,"8","2"
2012,42846,"12","4"
2012,46409,"8","2"
2012,42847,"12","2"
2012,46410,"8","2"
2012,46411,"8","1"
2012,46412,"8","2"
2012,46414,"12","1"
2012,46415,"8","1"
2012,46417,"8","3"
2012,46418,"11","3"
2012,38616,"8","2"
2012,42861,"8","3"
2012,46421,"8","2"
2012,38618,"8","1"
2012,38619,"8","2"
2012,38624,"12","2"
2012,46423,"8","2"
2012,46424,"24","2"
2012,46426,"24","3"
2012,38628,"8","2"
2012,38632,"9","2"
2012,38633,"8","2"
2012,46430,"8","2"
2012,46433,"8","1"
2012,46434,"11","1"
2012,46435,"8","1"
2012,46436,"8","1"
2012,46437,"11","2"
2012,42874,"14","2"
2012,46441,"10","2"
2012,46442,"8","2"
2012,42883,"8","3"
2012,38640,"7","2"
2012,38642,"9","3"
2012,38653,"6","3"
2012,38667,"10","1"
2012,38672,"8","5"
2012,42887,"5","3"
2012,38676,"8","5"
2012,46448,"4","3"
2012,38688,"8","1"
2012,38689,"8","2"
2012,46449,"8","1"
2012,46450,"8","1"
2012,46451,"8","2"
2012,46452,"8","2"
2012,46453,"8","2"
2012,38713,"12","1"
2012,38714,"8","2"
2012,46457,"10","3"
2012,38719,"8","3"
2012,46460,"8","2"
2012,46461,"12","2"
2012,46463,"12","2"
2012,46464,"8","1"
2012,46465,"12","2"
2012,38727,"8","2"
2012,46467,"8","2"
2012,46468,"8","1"
2012,46469,"8","1"
2012,38735,"8","2"
2012,38736,"12","2"
2012,38737,"24","3"
2012,38751,"8","2"
2012,38768,"8","4"
2012,42945,"8","1"
2012,38770,"9","2"
2012,46471,"8","1"
2012,38775,"9","2"
2012,46477,"6","2"
2012,38781,"8","2"
2012,42956,"12","2"
2012,46482,"8","2"
2012,46483,"12","2"
2012,13573,"8","1"
2012,42961,"12","1"
2012,42962,"8","2"
2012,42964,"9","2"
2012,42812,"12","1"
2012,9043,"8","1"
2012,9049,"8","3"
2012,9050,"8","3"
2012,9052,"8","1"
2012,13633,"8","3"
2012,13635,"24","3"
2012,20849,"8","1"
2012,9044,"8","2"
2012,17721,"8","1"
2012,9061,"8","2"
2012,15968,"3","3"
2012,9064,"24","3"
2012,9068,"8","3"
2012,9069,"12","3"
2012,38784,"8","3"
2012,38785,"14","3"
2012,9082,"10","2"
2012,9085,"14","2"
2012,38788,"16","2"
2012,17725,"12","3"
2012,23583,"24","3"
2012,18762,"12","4"
2012,18763,"12","3"
2012,18764,"8","3"
2012,23584,"8","3"
2012,15967,"9","3"
2012,15972,"8","3"
2012,9066,"10","3"
2012,18757,"12","3"
2012,9065,"13","3"
2012,22251,"9","1"
2012,9081,"12","3"
2012,23588,"12","2"
2012,27758,"12","3"
2012,15980,"8","3"
2012,30961,"5","3"
2012,9108,"8","3"
2012,9109,"12","3"
2012,13640,"8","3"
2012,15981,"7","2"
2012,9114,"8","3"
2012,13643,"8","3"
2012,24698,"24","3"
2012,9135,"8","3"
2012,9123,"8","2"
2012,9171,"8","3"
2012,20852,"8","3"
2012,27749,"24","2"
2012,9163,"8","4"
2012,9166,"8","3"
2012,9167,"8","3"
2012,9165,"8","3"
2012,17738,"10","3"
2012,9172,"8","4"
2012,9173,"12","3"
2012,9174,"8","1"
2012,9182,"8","2"
2012,42976,"12","1"
2012,46496,"8","2"
2012,46497,"8","2"
2012,46500,"8","3"
2012,13651,"9","2"
2012,13657,"5","2"
2012,9183,"7","2"
2012,9184,"12","3"
2012,9203,"4","2"
2012,9185,"8","3"
2012,9179,"12","2"
2012,9180,"24","2"
2012,27750,"7","2"
2012,9204,"8","3"
2012,13666,"12","2"
2012,9224,"8","3"
2012,9225,"8","3"
2012,9226,"12","3"
2012,13665,"8","2"
2012,24699,"8","1"
2012,9248,"8","2"
2012,9268,"8","3"
2012,9269,"8","3"
2012,9275,"7","3"
2012,9276,"8","4"
2012,18771,"8","3"
2012,18772,"8","3"
2012,18773,"9","2"
2012,17741,"12","3"
2012,17742,"8","3"
2012,17743,"3","3"
2012,18775,"12","3"
2012,13677,"8","4"
2012,13678,"9","3"
2012,13679,"8","3"
2012,18776,"8","3"
2012,9288,"10","4"
2012,42980,"12","2"
2012,38793,"8","3"
2012,9277,"8","3"
2012,27752,"8","3"
2012,22258,"12","3"
2012,29718,"8","3"
2012,9299,"12","2"
2012,15993,"7","3"
2012,15994,"8","4"
2012,15995,"4","2"
2012,9302,"12","2"
2012,32086,"10","4"
2012,32088,"8","3"
2012,32089,"8","3"
2012,46507,"8","3"
2012,46509,"8","4"
2012,46510,"8","4"
2012,46511,"8","3"
2012,46514,"8","3"
2012,38805,"8","3"
2012,46515,"12","2"
2012,46516,"12","2"
2012,46520,"8","2"
2012,38820,"8","3"
2012,43008,"12","3"
2012,46529,"8","2"
2012,38829,"12","1"
2012,38830,"8","1"
2012,38831,"12","2"
2012,46530,"12","3"
2012,46531,"12","1"
2012,46532,"8","1"
2012,43020,"12","4"
2012,43021,"8","2"
2012,38844,"8","3"
2012,38848,"12","3"
2012,43023,"8","3"
2012,43024,"6","3"
2012,43025,"6","3"
2012,43027,"24","3"
2012,46537,"8","1"
2012,46538,"6","1"
2012,38856,"11","2"
2012,38858,"8","3"
2012,38861,"8","1"
2012,38862,"8","2"
2012,38864,"12","2"
2012,38865,"8","2"
2012,38869,"10","3"
2012,38870,"4","2"
2012,38871,"12","2"
2012,38872,"8","2"
2012,38874,"12","2"
2012,46542,"12","4"
2012,43034,"8","4"
2012,38880,"12","3"
2012,38882,"8","2"
2012,38883,"8","3"
2012,43036,"8","4"
2012,46543,"12","3"
2012,46544,"8","3"
2012,38884,"7","2"
2012,38885,"11","2"
2012,38887,"7","4"
2012,46546,"9","3"
2012,38888,"8","3"
2012,43038,"8","2"
2012,43039,"8","2"
2012,43040,"11","3"
2012,43041,"8","2"
2012,43043,"11","3"
2012,46548,"7","3"
2012,46549,"7","1"
2012,46550,"8","2"
2012,46552,"8","2"
2012,46553,"9","2"
2012,9051,"8","3"
2012,32094,"7","3"
2012,9270,"7","3"
2012,38900,"12","3"
2012,38912,"24","3"
2012,38913,"12","3"
2012,43048,"12","3"
2012,38924,"8","1"
2012,38925,"8","3"
2012,38929,"8","2"
2012,38935,"12","3"
2012,38940,"12","3"
2012,38941,"8","3"
2012,38942,"8","2"
2012,43051,"8","3"
2012,38944,"8","3"
2012,38946,"8","2"
2012,38947,"9","3"
2012,38950,"12","4"
2012,38951,"12","2"
2012,38952,"8","3"
2012,38954,"8","2"
2012,38958,"12","2"
2012,38959,"12","4"
2012,38960,"24","3"
2012,43053,"8","2"
2012,38969,"12","2"
2012,38970,"8","2"
2012,38971,"10","2"
2012,43054,"8","3"
2012,38977,"24","2"
2012,38979,"8","3"
2012,38981,"8","3"
2012,38982,"12","3"
2012,38984,"8","2"
2012,46558,"12","2"
2012,46561,"8","2"
2012,46562,"8","2"
2012,46564,"24","2"
2012,46565,"24","2"
2012,46568,"8","3"
2012,46570,"7","1"
2012,46571,"8","2"
2012,46573,"12","1"
2012,46575,"6","1"
2012,46580,"8","2"
2012,43055,"12","2"
2012,38790,"8","2"
2012,38791,"8","3"
2012,38787,"9","2"
2012,9201,"6","1"
2012,13642,"8","2"
2012,43063,"8","3"
2012,46585,"8","2"
2012,46586,"12","1"
2012,46590,"8","2"
2012,43065,"8","2"
2012,43067,"12","1"
2012,46594,"12","2"
2012,46595,"14","2"
2012,46597,"8","3"
2012,46602,"10","3"
2012,44509,"7","4"
2012,13711,"8","4"
2012,27780,"7","3"
2012,27781,"12","2"
2012,27782,"8","3"
2012,27783,"12","2"
2012,9371,"12","3"
2012,9372,"12","2"
2012,9373,"12","1"
2012,9374,"12","1"
2012,46607,"10","2"
2012,9409,"12","3"
2012,22262,"10","2"
2012,9416,"10","4"
2012,23610,"8","4"
2012,23611,"6","2"
2012,38994,"16","2"
2012,9405,"14","3"
2012,9406,"13","3"
2012,29743,"8","4"
2012,13753,"12","3"
2012,9441,"8","3"
2012,43070,"8","3"
2012,23613,"12","2"
2012,13770,"10","5"
2012,22265,"8","3"
2012,46608,"7","3"
2012,13775,"7","2"
2012,13776,"10","2"
2012,13778,"9","2"
2012,29749,"12","3"
2012,18795,"8","3"
2012,9465,"12","2"
2012,22267,"8","1"
2012,9470,"9","2"
2012,9475,"12","2"
2012,29750,"8","4"
2012,46609,"8","2"
2012,46610,"10","2"
2012,46612,"8","3"
2012,46613,"8","3"
2012,13787,"8","2"
2012,13783,"24","3"
2012,9514,"6","2"
2012,30111,"7","3"
2012,16026,"5","3"
2012,17777,"8","3"
2012,13788,"10","2"
2012,9502,"8","2"
2012,9495,"10","3"
2012,27786,"10","2"
2012,23618,"8","1"
2012,23619,"8","1"
2012,23620,"5","1"
2012,9525,"8","1"
2012,46617,"8","1"
2012,43074,"12","2"
2012,43075,"8","1"
2012,43076,"12","2"
2012,9532,"8","2"
2012,9533,"8","2"
2012,46619,"12","2"
2012,9546,"8","2"
2012,43080,"8","2"
2012,9543,"8","1"
2012,31026,"13","1"
2012,31027,"6","1"
2012,31030,"24","1"
2012,31031,"9","2"
2012,9535,"8","2"
2012,9524,"12","2"
2012,22270,"8","2"
2012,39003,"11","2"
2012,39004,"12","2"
2012,39007,"11","3"
2012,39008,"12","3"
2012,39009,"10","2"
2012,9560,"12","4"
2012,9564,"24","2"
2012,13807,"12","2"
2012,13806,"8","2"
2012,16035,"8","2"
2012,20886,"9","3"
2012,43086,"9","4"
2012,43087,"10","3"
2012,9587,"8","4"
2012,9588,"9","4"
2012,9589,"12","4"
2012,9590,"9","4"
2012,9597,"8","5"
2012,44426,"8","4"
2012,44429,"9","4"
2012,46621,"8","3"
2012,46622,"10","3"
2012,46623,"8","2"
2012,46624,"8","1"
2012,23635,"8","4"
2012,43092,"9","5"
2012,9607,"8","3"
2012,43093,"8","3"
2012,9605,"9","4"
2012,22277,"8","4"
2012,22278,"9","4"
2012,22279,"9","4"
2012,43102,"24","2"
2012,46627,"10","4"
2012,46628,"9","4"
2012,46629,"12","4"
2012,39024,"12","5"
2012,39025,"9","4"
2012,46632,"8","4"
2012,43115,"6","2"
2012,43117,"8","3"
2012,39031,"8","3"
2012,39032,"8","2"
2012,46636,"24","4"
2012,46638,"8","2"
2012,46639,"8","2"
2012,43118,"6","2"
2012,43119,"8","2"
2012,46644,"8","5"
2012,46647,"8","1"
2012,43142,"9","4"
2012,43143,"12","4"
2012,43145,"8","5"
2012,46650,"24","4"
2012,46651,"8","4"
2012,43148,"8","4"
2012,43149,"9","3"
2012,43151,"12","3"
2012,39053,"12","3"
2012,44435,"8","4"
2012,39059,"6","2"
2012,39060,"8","3"
2012,39061,"6","2"
2012,46658,"8","3"
2012,46659,"8","3"
2012,39066,"8","2"
2012,39070,"8","2"
2012,46662,"8","4"
2012,46663,"8","4"
2012,39076,"8","4"
2012,39078,"24","4"
2012,39089,"9","4"
2012,46670,"9","2"
2012,46671,"2","2"
2012,46673,"12","3"
2012,46683,"8","1"
2012,46684,"8","2"
2012,46685,"7","2"
2012,46688,"12","5"
2012,46689,"9","4"
2012,43215,"8","4"
2012,43216,"8","4"
2012,39217,"8","1"
2012,39219,"12","1"
2012,43222,"8","3"
2012,43223,"8","3"
2012,13789,"8","3"
2012,27784,"8","2"
2012,39227,"8","3"
2012,39228,"8","3"
2012,46691,"8","4"
2012,43228,"8","4"
2012,43229,"9","4"
2012,43231,"9","4"
2012,46694,"8","4"
2012,43240,"8","3"
2012,43241,"8","3"
2012,43242,"8","2"
2012,46703,"7","1"
2012,46706,"8","1"
2012,46707,"5","1"
2012,46712,"8","1"
2012,46714,"12","1"
2012,46717,"8","1"
2012,46724,"8","2"
2012,46729,"8","1"
2012,46730,"8","1"
2012,46736,"12","1"
2012,46740,"8","2"
2012,46742,"12","4"
2012,46744,"11","4"
2012,46746,"8","4"
2012,46747,"9","4"
2012,43252,"8","4"
2012,46752,"8","4"
2012,46757,"8","4"
2012,46759,"7","3"
2012,46763,"8","4"
2012,46764,"8","4"
2012,46765,"8","4"
2012,46767,"8","3"
2012,46768,"8","3"
2012,46770,"8","4"
2012,46774,"8","3"
2012,46780,"8","4"
2012,43321,"5","4"
2012,44444,"16","4"
2012,39030,"8","2"
2012,46785,"8","2"
2012,46787,"8","2"
2012,46788,"8","2"
2012,46791,"8","3"
2012,46792,"8","3"
2012,46795,"11","4"
2012,46797,"8","4"
2012,39055,"8","3"
2012,39056,"12","2"
2012,9493,"8","2"
2012,18796,"24","2"
2012,9627,"8","4"
2012,9645,"9","3"
2012,9652,"24","4"
2012,9683,"12","1"
2012,9685,"8","2"
2012,9672,"12","2"
2012,9677,"6","1"
2012,9673,"3","1"
2012,23638,"8","1"
2012,9700,"9","3"
2012,9702,"7","3"
2012,24719,"9","3"
2012,9738,"10","3"
2012,9739,"8","2"
2012,9818,"12","3"
2012,46802,"9","3"
2012,13848,"8","3"
2012,9848,"10","3"
2012,9856,"9","3"
2012,13857,"8","3"
2012,13858,"12","2"
2012,13861,"8","2"
2012,13875,"7","3"
2012,32124,"8","2"
2012,9988,"8","3"
2012,10022,"8","3"
2012,10023,"8","4"
2012,10028,"8","3"
2012,10029,"8","3"
2012,10055,"24","1"
2012,10056,"10","1"
2012,10058,"10","1"
2012,16088,"8","3"
2012,16089,"4","3"
2012,13902,"8","1"
2012,13903,"11","2"
2012,24731,"8","2"
2012,10088,"8","3"
2012,10108,"8","4"
2012,13930,"6","3"
2012,10184,"11","3"
2012,10187,"10","3"
2012,24732,"8","2"
2012,13983,"8","3"
2012,10288,"12","4"
2012,10309,"7","3"
2012,10326,"9","3"
2012,10312,"8","3"
2012,23664,"12","2"
2012,20908,"10","3"
2012,10290,"12","3"
2012,10291,"8","3"
2012,10311,"8","1"
2012,10313,"8","3"
2012,44135,"12","4"
2012,44136,"12","3"
2012,44140,"8","2"
2012,44141,"5","1"
2012,44142,"12","3"
2012,44145,"12","1"
2012,44146,"8","1"
2012,9876,"8","2"
2012,32129,"8","2"
2012,23650,"8","4"
2012,39238,"8","2"
2012,44165,"8","2"
2012,44173,"8","2"
2012,44176,"5","3"
2012,44177,"8","2"
2012,44182,"8","3"
2012,44185,"8","3"
2012,44190,"15","2"
2012,44192,"6","2"
2012,44193,"12","2"
2012,44201,"10","2"
2012,44202,"8","4"
2012,44206,"8","2"
2012,44207,"5","2"
2012,44210,"12","3"
2012,44213,"10","3"
2012,44215,"12","4"
2012,44219,"10","2"
2012,44220,"12","2"
2012,44223,"8","2"
2012,44226,"10","3"
2012,44239,"8","3"
2012,44240,"8","3"
2012,44245,"24","2"
2012,44246,"9","2"
2012,18934,"24","3"
2012,18935,"6","2"
2012,18938,"8","2"
2012,46805,"8","4"
2012,46808,"9","3"
2012,18948,"10","3"
2012,28197,"4","3"
2012,28187,"8","3"
2012,31187,"6","3"
2012,28216,"8","2"
2012,28221,"5","2"
2012,28222,"8","2"
2012,18973,"8","2"
2012,23822,"8","3"
2012,18980,"8","2"
2012,18983,"8","2"
2012,31190,"8","1"
2012,28234,"10","2"
2012,46818,"10","2"
2012,28239,"8","2"
2012,28240,"8","3"
2012,46821,"8","3"
2012,18994,"8","3"
2012,18997,"8","2"
2012,28243,"9","4"
2012,22606,"8","3"
2012,22607,"8","2"
2012,28248,"10","1"
2012,28249,"15","1"
2012,28250,"9","2"
2012,28251,"8","1"
2012,43348,"10","1"
2012,46823,"5","4"
2012,18999,"10","3"
2012,19000,"8","2"
2012,29879,"6","4"
2012,28254,"8","4"
2012,46824,"24","3"
2012,19008,"11","2"
2012,20977,"12","4"
2012,23831,"3","2"
2012,43352,"24","2"
2012,44448,"12","4"
2012,43355,"12","2"
2012,39933,"8","2"
2012,19048,"8","3"
2012,46826,"12","2"
2012,46827,"24","1"
2012,28271,"8","2"
2012,28273,"12","3"
2012,29883,"8","3"
2012,20988,"7","2"
2012,29891,"10","3"
2012,21014,"12","5"
2012,21018,"24","3"
2012,21019,"10","3"
2012,22625,"8","2"
2012,28286,"9","2"
2012,28287,"10","4"
2012,19078,"8","3"
2012,21027,"9","3"
2012,19093,"8","4"
2012,19094,"8","2"
2012,19095,"5","2"
2012,28344,"10","3"
2012,28348,"12","3"
2012,43361,"10","2"
2012,29912,"8","3"
2012,19117,"8","3"
2012,19119,"8","2"
2012,43362,"9","2"
2012,28302,"8","4"
2012,39942,"8","3"
2012,32222,"24","3"
2012,32224,"6","3"
2012,32225,"8","2"
2012,24867,"17","2"
2012,31200,"10","3"
2012,23843,"11","3"
2012,23844,"10","3"
2012,19134,"12","3"
2012,22626,"4","4"
2012,19138,"8","3"
2012,19141,"8","2"
2012,29926,"8","2"
2012,29927,"8","2"
2012,31202,"10","4"
2012,19173,"8","4"
2012,46831,"12","3"
2012,31206,"9","4"
2012,31207,"8","3"
2012,19188,"8","2"
2012,19193,"10","3"
2012,31210,"8","3"
2012,28327,"7","4"
2012,28337,"8","4"
2012,31213,"12","2"
2012,19209,"6","5"
2012,28376,"8","3"
2012,28377,"6","3"
2012,28358,"6","4"
2012,32233,"8","3"
2012,39954,"8","3"
2012,28343,"16","3"
2012,28345,"10","3"
2012,19214,"7","2"
2012,19216,"5","2"
2012,19220,"12","2"
2012,19231,"8","3"
2012,19233,"8","2"
2012,19213,"8","1"
2012,19215,"12","1"
2012,28386,"9","2"
2012,19222,"9","3"
2012,19232,"8","2"
2012,19245,"3","3"
2012,28396,"4","2"
2012,28397,"8","3"
2012,28403,"9","2"
2012,32235,"24","1"
2012,39962,"12","3"
2012,19297,"8","2"
2012,21092,"8","2"
2012,28423,"8","4"
2012,29951,"8","2"
2012,28431,"8","4"
2012,28432,"12","3"
2012,19307,"8","4"
2012,19308,"8","3"
2012,19309,"8","4"
2012,22651,"8","3"
2012,43374,"8","3"
2012,31235,"24","3"
2012,31236,"10","3"
2012,24889,"9","3"
2012,24890,"15","1"
2012,24891,"8","1"
2012,24892,"12","1"
2012,24899,"8","1"
2012,46843,"8","1"
2012,22656,"9","1"
2012,21111,"10","3"
2012,22658,"8","3"
2012,22659,"8","2"
2012,19321,"8","2"
2012,28436,"8","1"
2012,46844,"8","2"
2012,19324,"11","3"
2012,19325,"8","1"
2012,19326,"8","3"
2012,22667,"24","1"
2012,22668,"8","3"
2012,31240,"8","2"
2012,28437,"8","3"
2012,28438,"8","2"
2012,28439,"8","3"
2012,28440,"8","3"
2012,19341,"8","2"
2012,23869,"8","3"
2012,24909,"8","3"
2012,46848,"8","3"
2012,46852,"8","3"
2012,46853,"24","4"
2012,31243,"8","3"
2012,28477,"6","1"
2012,28478,"8","3"
2012,28479,"8","2"
2012,19346,"6","4"
2012,21119,"8","3"
2012,19348,"12","2"
2012,19349,"12","3"
2012,19350,"7","2"
2012,19351,"8","2"
2012,19353,"8","1"
2012,19354,"8","2"
2012,19355,"13","2"
2012,19356,"8","2"
2012,19357,"8","3"
2012,19358,"8","3"
2012,19361,"10","3"
2012,21120,"8","3"
2012,19370,"8","3"
2012,19371,"8","2"
2012,31247,"8","4"
2012,29965,"8","3"
2012,29966,"8","3"
2012,29970,"4","3"
2012,29971,"24","2"
2012,21132,"8","2"
2012,21134,"24","3"
2012,23893,"8","2"
2012,28450,"8","4"
2012,39976,"8","3"
2012,21143,"8","3"
2012,28468,"7","2"
2012,31254,"12","3"
2012,39978,"8","3"
2012,28485,"6","4"
2012,28486,"8","4"
2012,19440,"7","3"
2012,29985,"12","2"
2012,28503,"8","2"
2012,43383,"8","2"
2012,28511,"13","2"
2012,28513,"2","2"
2012,28514,"8","2"
2012,28515,"8","2"
2012,28517,"11","2"
2012,28518,"8","3"
